Edad;Id_animal;Tipo;Raza;color;Fecha_de_nac;Fecha_y_Hora;Mes_y_ano;Nombre;Tipo_resultado;Adquisicion;Esterilizado
2 years;A666229;Dog;Rat Terrier Mix;Black/White;2011-10-29T00:00:00;2013-12-04T12:40:00;2013-12-04T12:40:00;*Tobias;Partner;Transfer;Neutered Male
2 months;A659832;Dog;Labrador Retriever/Rhod Ridgeback;Brown;2013-07-23T00:00:00;2013-10-07T16:17:00;2013-10-07T16:17:00;*Cooper;Foster;Adoption;Neutered Male
8 years;A629207;Dog;Rottweiler/German Shepherd;Black/Brown;2006-06-06T00:00:00;2014-09-26T15:16:00;2014-09-26T15:16:00;*Teddy Bear;Aggressive;Euthanasia;Neutered Male
3 weeks;A665611;Cat;Domestic Shorthair Mix;Brown Tabby;2013-09-28T00:00:00;2013-10-20T15:00:00;2013-10-20T15:00:00;;Partner;Transfer;Intact Male
1 year;A679487;Cat;Domestic Shorthair Mix;Black/White;2013-05-21T00:00:00;2014-05-22T19:17:00;2014-05-22T19:17:00;;SCRP;Transfer;Unknown
3 weeks;A665609;Cat;Domestic Shorthair Mix;Brown Tabby;2013-09-28T00:00:00;2013-10-20T15:00:00;2013-10-20T15:00:00;;Partner;Transfer;Intact Female
1 year;A648775;Cat;Domestic Shorthair Mix;Calico;2013-01-20T00:00:00;2014-11-25T14:02:00;2014-11-25T14:02:00;Daisy;Partner;Transfer;Spayed Female
2 years;A691385;Dog;Border Collie Mix;White/Black;2012-11-03T00:00:00;2014-11-04T16:30:00;2014-11-04T16:30:00;Spirit;;Return to Owner;Spayed Female
1 year;A685358;Cat;Domestic Shorthair Mix;Blue Tabby/White;2013-08-06T00:00:00;2014-08-07T09:00:00;2014-08-07T09:00:00;;SCRP;Transfer;Unknown
2 months;A687137;Cat;Domestic Shorthair Mix;Blue;2014-08-06T00:00:00;2014-10-13T19:02:00;2014-10-13T19:02:00;*Nigel;;Adoption;Neutered Male
8 years;A610401;Dog;Jack Russell Terrier;White/Brown;2006-09-22T00:00:00;2014-12-19T11:39:00;2014-12-19T11:39:00;Lady;;Adoption;Intact Female
5 years;A670313;Dog;Dogo Argentino Mix;White/Yellow Brindle;2009-02-04T00:00:00;2014-09-08T11:19:00;2014-09-08T11:19:00;Pacino;;Adoption;Neutered Male
2 months;A686629;Dog;Border Collie Mix;White/Black;2014-06-18T00:00:00;2014-08-25T18:54:00;2014-08-25T18:54:00;Dot;;Adoption;Spayed Female
1 year;A688428;Dog;Chihuahua Shorthair Mix;Brown/White;2013-09-19T00:00:00;2014-11-23T15:24:00;2014-11-23T15:24:00;*Avery;Foster;Adoption;Spayed Female
2 months;A666842;Dog;Labrador Retriever/Rottweiler;Black/Brown;2013-09-07T00:00:00;2013-11-08T15:02:00;2013-11-08T15:02:00;;Partner;Transfer;Intact Male
10 months;A674925;Dog;Jack Russell Terrier Mix;Tan/White;2013-07-20T00:00:00;2014-06-16T15:44:00;2014-06-16T15:44:00;*Nelly;;Adoption;Spayed Female
2 years;A672090;Dog;Anatol Shepherd Mix;Tricolor;2012-02-04T00:00:00;2014-02-10T11:32:00;2014-02-10T11:32:00;Jumbo;;Return to Owner;Neutered Male
2 months;A667232;Dog;Australian Shepherd Mix;White/Black;2013-09-30T00:00:00;2013-12-09T17:50:00;2013-12-09T17:50:00;*Sadie;Foster;Adoption;Spayed Female
1 year;A669477;Dog;Shiba Inu Mix;Tan/White;2012-06-21T00:00:00;2014-01-01T19:01:00;2014-01-01T19:01:00;;Partner;Transfer;Intact Female
1 year;A677278;Cat;Domestic Shorthair Mix;Brown Tabby/White;2013-04-22T00:00:00;2014-05-17T11:25:00;2014-05-17T11:25:00;*Biskit;Partner;Transfer;Spayed Female
3 months;A666109;Cat;Domestic Shorthair Mix;Orange Tabby/White;2013-07-29T00:00:00;2013-10-30T14:03:00;2013-10-30T14:03:00;*Tom;;Adoption;Neutered Male
4 years;A685417;Cat;Domestic Shorthair Mix;Black/White;2010-08-07T00:00:00;2014-08-09T11:02:00;2014-08-09T11:02:00;Willie;;Return to Owner;Neutered Male
2 years;A689257;Dog;Australian Cattle Dog Mix;White/Brown;2012-10-01T00:00:00;2014-10-07T16:46:00;2014-10-07T16:46:00;Hailey;;Adoption;Spayed Female
9 years;A672746;Dog;Jack Russell Terrier Mix;White/Black;2005-02-16T00:00:00;2014-08-13T07:23:00;2014-08-13T07:23:00;Manolo;;Return to Owner;Neutered Male
3 weeks;A676705;Cat;Domestic Medium Hair Mix;Blue Tabby;2014-04-08T00:00:00;2014-04-30T16:30:00;2014-04-30T16:30:00;;Partner;Transfer;Intact Female
5 months;A668705;Cat;Domestic Shorthair Mix;Flame Point;2013-07-07T00:00:00;2013-12-14T12:29:00;2013-12-14T12:29:00;Moe;;Adoption;Neutered Male
2 years;A662264;Dog;Pit Bull Mix;Black Brindle/White;2011-08-31T00:00:00;2013-12-28T12:05:00;2013-12-28T12:05:00;Captain;;Adoption;Neutered Male
2 months;A681986;Cat;Domestic Shorthair Mix;Blue/White;2014-04-22T00:00:00;2014-06-26T16:17:00;2014-06-26T16:17:00;Boomer;Partner;Transfer;Intact Male
1 year;A665604;Dog;Chihuahua Shorthair Mix;Tan/White;2012-10-20T00:00:00;2014-02-20T13:39:00;2014-02-20T13:39:00;*Pixie Stick;Partner;Transfer;Spayed Female
1 year;A680949;Dog;Chihuahua Shorthair/Beagle;Tan;2013-06-10T00:00:00;2014-06-14T18:07:00;2014-06-14T18:07:00;;;Adoption;Neutered Male
4 weeks;A685620;Other;Bat;Brown/Black;2014-07-10T00:00:00;2014-08-11T08:45:00;2014-08-11T08:45:00;;;Disposal;Unknown
2 years;A668962;Other;Bat Mix;Brown;2011-12-12T00:00:00;2013-12-12T15:15:00;2013-12-12T15:15:00;Finch;Rabies Risk;Euthanasia;Unknown
8 months;A669640;Dog;Australian Kelpie Mix;Brown/White;2013-04-25T00:00:00;2014-01-03T11:58:00;2014-01-03T11:58:00;Sissy;;Return to Owner;Intact Female
1 year;A664522;Dog;Chihuahua Shorthair Mix;White/Yellow;2012-10-04T00:00:00;2013-10-29T15:58:00;2013-10-29T15:58:00;*Lucy;Partner;Transfer;Spayed Female
5 months;A686297;Dog;Pit Bull Mix;Blue/White;2014-03-19T00:00:00;2014-08-29T17:48:00;2014-08-29T17:48:00;Boss;Aggressive;Euthanasia;Neutered Male
3 years;A670407;Dog;Pit Bull Mix;Brown Brindle/White;2011-01-07T00:00:00;2014-03-13T12:40:00;2014-03-13T12:40:00;Buster;;Adoption;Neutered Male
2 months;A679702;Dog;Australian Shepherd Mix;Black/White;2014-04-29T00:00:00;2014-06-30T18:49:00;2014-06-30T18:49:00;;Foster;Adoption;Spayed Female
8 months;A692355;Cat;Domestic Shorthair Mix;Torbie;2014-03-18T00:00:00;2014-11-25T18:40:00;2014-11-25T18:40:00;;SCRP;Transfer;Intact Female
2 years;A664042;Dog;Chow Chow Mix;Black;2011-09-28T00:00:00;2013-10-02T11:12:00;2013-10-02T11:12:00;;Suffering;Euthanasia;Intact Male
13 years;A679797;Cat;Domestic Shorthair Mix;Orange Tabby;2001-05-26T00:00:00;2014-06-03T14:39:00;2014-06-03T14:39:00;Genevieve;Partner;Transfer;Intact Female
7 months;A690075;Cat;Siamese Mix;Lilac Point;2014-02-13T00:00:00;2014-10-14T09:00:00;2014-10-14T09:00:00;;SCRP;Transfer;Intact Male
2 months;A685145;Cat;Domestic Medium Hair Mix;Blue/White;2014-07-07T00:00:00;2014-09-13T14:10:00;2014-09-13T14:10:00;*Mundy;Foster;Adoption;Neutered Male
2 years;A682583;Dog;Siberian Husky Mix;Black/White;2012-06-29T00:00:00;2014-07-25T13:47:00;2014-07-25T13:47:00;Dallas;;Adoption;Neutered Male
5 months;A682065;Cat;Domestic Shorthair Mix;Black;2013-12-23T00:00:00;2014-06-23T18:41:00;2014-06-23T18:41:00;Baby;Suffering;Euthanasia;Intact Female
3 years;A672258;Dog;Pit Bull Mix;Blue/White;2011-02-06T00:00:00;2014-06-19T15:54:00;2014-06-19T15:54:00;Lola;Foster;Adoption;Spayed Female
2 months;A692905;Dog;German Shepherd Mix;Cream;2014-09-28T00:00:00;2014-12-02T17:25:00;2014-12-02T17:25:00;Sasha;;Adoption;Spayed Female
1 week;A676400;Cat;Domestic Shorthair Mix;Tortie;2014-04-02T00:00:00;2014-04-09T14:12:00;2014-04-09T14:12:00;;Partner;Transfer;Intact Female
1 year;A651452;Dog;Border Collie/Labrador Retriever;Black/White;2012-04-10T00:00:00;2013-11-09T15:09:00;2013-11-09T15:09:00;*Kenny;Foster;Adoption;Neutered Male
1 month;A681570;Dog;Labrador Retriever/Blue Lacy;Black/White;2014-05-13T00:00:00;2014-07-11T17:51:00;2014-07-11T17:51:00;*Big Joe;Foster;Adoption;Neutered Male
4 months;A686224;Cat;Domestic Shorthair Mix;Orange Tabby/White;2014-04-18T00:00:00;2014-08-19T12:12:00;2014-08-19T12:12:00;;Partner;Transfer;Intact Male
1 week;A687766;Cat;Domestic Shorthair Mix;Calico;2014-09-02T00:00:00;2014-09-09T17:22:00;2014-09-09T17:22:00;;Partner;Transfer;Intact Female
8 months;A669759;Dog;German Shepherd Mix;Black/Brown;2013-06-26T00:00:00;2014-03-16T18:24:00;2014-03-16T18:24:00;Roxy;;Adoption;Spayed Female
1 year;A672488;Dog;Chihuahua Shorthair Mix;Brown Brindle;2013-02-11T00:00:00;2014-02-19T14:49:00;2014-02-19T14:49:00;;Partner;Transfer;Neutered Male
2 months;A678376;Cat;Domestic Shorthair Mix;Blue;2014-03-08T00:00:00;2014-05-12T00:00:00;2014-05-12T00:00:00;;Enroute;Died;Intact Female
14 years;A570741;Dog;Australian Shepherd Mix;Blue/Tan;2000-04-11T00:00:00;2014-07-06T14:19:00;2014-07-06T14:19:00;Scott;;Return to Owner;Neutered Male
4 years;A689989;Cat;Manx Mix;Cream Tabby;2010-10-12T00:00:00;2014-10-14T16:50:00;2014-10-14T16:50:00;Solo;;Return to Owner;Neutered Male
1 year;A674550;Dog;American Bulldog/Pit Bull;White/Black;2013-05-31T00:00:00;2014-12-04T10:42:00;2014-12-04T10:42:00;Chico;Rabies Risk;Euthanasia;Neutered Male
1 year;A689401;Dog;Rottweiler/Labrador Retriever;Black/Tan;2013-10-03T00:00:00;2014-12-04T17:29:00;2014-12-04T17:29:00;*Rocco;Partner;Transfer;Neutered Male
4 weeks;A677364;Cat;Siamese Mix;Lynx Point;2014-03-24T00:00:00;2014-04-27T12:38:00;2014-04-27T12:38:00;*Arwen;Partner;Transfer;Intact Female
2 years;A622351;Dog;Chihuahua Shorthair Mix;Brown;2011-08-19T00:00:00;2014-02-24T11:17:00;2014-02-24T11:17:00;Alvin;Partner;Transfer;Intact Male
6 years;A669983;Dog;Whippet Mix;Gray/Black;2007-12-31T00:00:00;2014-01-02T12:55:00;2014-01-02T12:55:00;Susie;;Return to Owner;Spayed Female
1 year;A674393;Dog;Chihuahua Shorthair Mix;Brown;2013-03-12T00:00:00;2014-03-19T18:14:00;2014-03-19T18:14:00;*Niles;;Adoption;Neutered Male
2 months;A674736;Cat;Domestic Shorthair Mix;Orange Tabby;2014-03-15T00:00:00;2014-05-27T08:27:00;2014-05-27T08:27:00;*Barbara;Foster;Adoption;Intact Female
1 month;A683139;Cat;Domestic Shorthair Mix;Orange Tabby;2014-05-19T00:00:00;2014-07-12T11:44:00;2014-07-12T11:44:00;*Bobby;Partner;Transfer;Intact Male
1 month;A691096;Dog;Catahoula Mix;Tan/White;2014-09-08T00:00:00;2014-11-02T12:51:00;2014-11-02T12:51:00;;Partner;Transfer;Intact Female
2 weeks;A682974;Cat;Domestic Shorthair Mix;Black;2014-06-20T00:00:00;2014-07-05T14:04:00;2014-07-05T14:04:00;;Partner;Transfer;Intact Female
10 years;A631963;Dog;Patterdale Terr Mix;Brown/Tan;2004-07-10T00:00:00;2014-11-23T16:19:00;2014-11-23T16:19:00;Ragzee;;Return to Owner;Spayed Female
5 years;A688093;Dog;Rat Terrier Mix;White/Brown;2009-09-14T00:00:00;2014-09-27T16:54:00;2014-09-27T16:54:00;Sparky;;Adoption;Neutered Male
9 months;A669309;Dog;Pit Bull Mix;Brown Brindle/White;2013-03-18T00:00:00;2013-12-21T17:51:00;2013-12-21T17:51:00;Bella;Partner;Transfer;Intact Female
3 months;A685096;Cat;Domestic Shorthair Mix;Orange Tabby;2014-04-17T00:00:00;2014-08-03T09:00:00;2014-08-03T09:00:00;;SCRP;Transfer;Unknown
2 months;A689765;Cat;Domestic Shorthair Mix;Brown Tabby/White;2014-07-22T00:00:00;2014-10-19T13:52:00;2014-10-19T13:52:00;*Heath;;Adoption;Neutered Male
2 months;A682286;Cat;Domestic Shorthair Mix;Tortie;2014-04-26T00:00:00;2014-07-12T16:49:00;2014-07-12T16:49:00;*Seven;;Adoption;Spayed Female
2 years;A691984;Dog;Chihuahua Shorthair Mix;Tricolor;2012-11-13T00:00:00;2014-11-17T17:00:00;2014-11-17T17:00:00;;;Adoption;Neutered Male
2 years;A689140;Dog;Shih Tzu;Sable;2012-09-29T00:00:00;2014-10-04T15:36:00;2014-10-04T15:36:00;Lemmy;;Return to Owner;Neutered Male
1 month;A683526;Cat;Domestic Medium Hair;Blue Tabby/White;2014-06-06T00:00:00;2014-07-14T15:24:00;2014-07-14T15:24:00;;Partner;Transfer;Intact Male
6 years;A674985;Dog;Anatol Shepherd Mix;Cream;2008-03-21T00:00:00;2014-03-21T13:07:00;2014-03-21T13:07:00;Yankee;;Return to Owner;Neutered Male
1 year;A686812;Cat;Siamese;Seal Point;2013-03-27T00:00:00;2014-08-30T16:50:00;2014-08-30T16:50:00;Sy;;Adoption;Neutered Male
2 years;A682544;Dog;Labrador Retriever Mix;Black/White;2012-06-29T00:00:00;2014-07-06T17:03:00;2014-07-06T17:03:00;Shekina;;Adoption;Spayed Female
3 years;A676345;Dog;Norfolk Terrier/Yorkshire Terrier;Tan/Black;2011-04-08T00:00:00;2014-04-13T18:01:00;2014-04-13T18:01:00;Parker;;Adoption;Neutered Male
1 day;A664641;Cat;Domestic Shorthair Mix;Tortie;2013-10-05T00:00:00;2013-10-06T18:48:00;2013-10-06T18:48:00;;Partner;Transfer;Intact Female
1 year;A660675;Other;Rabbit Sh Mix;Black/White;2013-02-10T00:00:00;2014-02-12T16:33:00;2014-02-12T16:33:00;Gumdrop;Partner;Transfer;Intact Female
8 months;A691439;Cat;Domestic Shorthair Mix;Blue;2014-03-04T00:00:00;2014-11-05T09:00:00;2014-11-05T09:00:00;;SCRP;Transfer;Unknown
3 months;A676919;Dog;Chihuahua Shorthair Mix;Tan/White;2014-01-02T00:00:00;2014-04-17T13:39:00;2014-04-17T13:39:00;Suca;Partner;Transfer;Intact Female
1 year;A690004;Cat;Domestic Shorthair Mix;Black Smoke;2013-10-12T00:00:00;2014-10-13T09:00:00;2014-10-13T09:00:00;;SCRP;Transfer;Intact Male
9 years;A672404;Cat;Domestic Shorthair Mix;Tortie;2005-02-09T00:00:00;2014-02-15T11:03:00;2014-02-15T11:03:00;*Goldie;Partner;Transfer;Spayed Female
7 years;A691849;Dog;Beagle Mix;Tricolor;2007-11-10T00:00:00;2014-11-14T12:22:00;2014-11-14T12:22:00;Ollie;;Adoption;Spayed Female
4 years;A631581;Dog;Bull Terrier Mix;Black/White;2009-07-05T00:00:00;2014-01-04T19:23:00;2014-01-04T19:23:00;Lola;Foster;Adoption;Spayed Female
8 years;A665376;Dog;Chihuahua Shorthair Mix;Tan/White;2005-10-17T00:00:00;2013-10-20T13:35:00;2013-10-20T13:35:00;;Suffering;Euthanasia;Neutered Male
3 months;A686312;Cat;Domestic Shorthair Mix;Black;2014-05-19T00:00:00;2014-08-20T14:47:00;2014-08-20T14:47:00;;Suffering;Euthanasia;Intact Female
3 years;A676565;Dog;Chihuahua Shorthair Mix;Cream;2011-04-11T00:00:00;2014-04-19T11:44:00;2014-04-19T11:44:00;Lady;Partner;Transfer;Spayed Female
1 year;A678881;Dog;Labrador Retriever/Collie Smooth;Black/White;2012-11-13T00:00:00;2014-07-13T12:27:00;2014-07-13T12:27:00;*Clancy;;Adoption;Neutered Male
4 years;A681090;Dog;Chihuahua Shorthair/Dachshund;Black/Brown;2010-06-12T00:00:00;2014-07-05T17:21:00;2014-07-05T17:21:00;Princessa;;Adoption;Spayed Female
1 year;A683938;Dog;Australian Kelpie Mix;White/Buff;2013-07-17T00:00:00;2014-07-23T16:55:00;2014-07-23T16:55:00;Jack;;Adoption;Neutered Male
2 years;A680478;Cat;Domestic Longhair Mix;Blue/White;2011-12-03T00:00:00;2014-09-13T16:14:00;2014-09-13T16:14:00;Binx;Partner;Transfer;Spayed Female
2 years;A686582;Dog;Pit Bull Mix;Black/White;2012-08-23T00:00:00;2014-08-30T11:46:00;2014-08-30T11:46:00;*Socks;Partner;Transfer;Intact Female
7 months;A667321;Other;Fox Mix;Gray/Orange;2013-04-16T00:00:00;2013-11-16T11:58:00;2013-11-16T11:58:00;;Rabies Risk;Euthanasia;Unknown
1 month;A678677;Dog;Labrador Retriever Mix;Brown;2014-03-11T00:00:00;2014-05-11T17:01:00;2014-05-11T17:01:00;;Partner;Transfer;Intact Female
5 years;A676657;Cat;Domestic Shorthair Mix;Calico Point;2009-04-13T00:00:00;2014-04-14T13:08:00;2014-04-14T13:08:00;Kylie;Partner;Transfer;Spayed Female
2 years;A674895;Cat;Domestic Shorthair Mix;Brown Tabby/White;2012-03-19T00:00:00;2014-03-29T11:38:00;2014-03-29T11:38:00;Jazzper;;Return to Owner;Intact Female
4 months;A664369;Dog;Labrador Retriever/German Shepherd;Black;2013-05-27T00:00:00;2013-10-12T18:00:00;2013-10-12T18:00:00;Max;;Return to Owner;Neutered Male
1 year;A664916;Dog;Pug Mix;Brown/White;2012-05-10T00:00:00;2013-10-16T17:12:00;2013-10-16T17:12:00;*Phoenix;Partner;Transfer;Intact Male
7 years;A689460;Dog;Norfolk Terrier Mix;Tricolor;2007-10-08T00:00:00;2014-10-08T18:23:00;2014-10-08T18:23:00;Rambo;;Return to Owner;Neutered Male
5 months;A674546;Dog;Labrador Retriever/German Shepherd;Tan;2013-10-14T00:00:00;2014-03-22T14:00:00;2014-03-22T14:00:00;*Dermott;;Adoption;Neutered Male
2 weeks;A688029;Cat;Domestic Shorthair Mix;Orange Tabby;2014-08-29T00:00:00;2014-09-13T16:30:00;2014-09-13T16:30:00;;Partner;Transfer;Intact Male
1 month;A690927;Cat;Domestic Shorthair Mix;Black;2014-08-28T00:00:00;2014-10-28T11:30:00;2014-10-28T11:30:00;;Suffering;Euthanasia;Intact Female
4 months;A681455;Dog;Labrador Retriever Mix;Brown/White;2014-02-16T00:00:00;2014-06-22T17:47:00;2014-06-22T17:47:00;;;Adoption;Spayed Female
4 years;A691788;Cat;Siamese Mix;Seal Point;2010-11-09T00:00:00;2014-11-14T14:25:00;2014-11-14T14:25:00;George;Partner;Transfer;Neutered Male
6 years;A581151;Dog;Labrador Retriever Mix;Brown/White;2007-08-04T00:00:00;2013-10-06T11:19:00;2013-10-06T11:19:00;Molly;;Return to Owner;Spayed Female
3 years;A689744;Dog;Miniature Schnauzer Mix;Black/Gray;2011-10-09T00:00:00;2014-10-14T17:02:00;2014-10-14T17:02:00;;;Adoption;Neutered Male
2 months;A681406;Dog;Plott Hound/Labrador Retriever;Tan;2014-04-10T00:00:00;2014-06-16T15:11:00;2014-06-16T15:11:00;;Partner;Transfer;Intact Male
2 years;A682485;Cat;Domestic Shorthair Mix;Blue Tabby;2012-06-28T00:00:00;2014-06-29T09:00:00;2014-06-29T09:00:00;;SCRP;Transfer;Intact Male
2 weeks;A674521;Cat;Domestic Shorthair Mix;Black;2014-02-27T00:00:00;2014-03-14T14:09:00;2014-03-14T14:09:00;;Partner;Transfer;Intact Male
2 weeks;A677685;Cat;Domestic Medium Hair Mix;Tortie;2014-04-08T00:00:00;2014-04-28T10:35:00;2014-04-28T10:35:00;;Partner;Transfer;Intact Female
2 years;A675152;Dog;Pit Bull Mix;Brown Brindle;2012-03-24T00:00:00;2014-05-24T15:30:00;2014-05-24T15:30:00;*Madelyn;Partner;Transfer;Spayed Female
7 years;A676309;Dog;Labrador Retriever Mix;Brown;2007-04-07T00:00:00;2014-04-18T12:03:00;2014-04-18T12:03:00;Snickers;Partner;Transfer;Intact Male
2 years;A686610;Dog;German Shepherd Mix;Black/Tan;2012-08-24T00:00:00;2014-08-24T14:46:00;2014-08-24T14:46:00;Chapo;;Return to Owner;Neutered Male
1 year;A683233;Cat;Domestic Shorthair Mix;Brown Tabby/White;2013-07-08T00:00:00;2014-08-06T14:37:00;2014-08-06T14:37:00;*Lucas;Partner;Transfer;Neutered Male
1 year;A689910;Dog;Boxer Mix;Brown/White;2013-10-11T00:00:00;2014-10-21T16:20:00;2014-10-21T16:20:00;*Ella;Partner;Transfer;Spayed Female
2 months;A690904;Cat;Domestic Shorthair Mix;Blue Tabby;2014-08-27T00:00:00;2014-10-31T17:32:00;2014-10-31T17:32:00;;;Adoption;Spayed Female
3 years;A619861;Dog;Pit Bull/Boxer;Brown/White;2011-02-08T00:00:00;2014-02-12T12:56:00;2014-02-12T12:56:00;*Jessie;;Adoption;Spayed Female
6 months;A681511;Dog;Chihuahua Shorthair/Welsh Terrier;Black/Brown;2013-12-17T00:00:00;2014-06-23T19:17:00;2014-06-23T19:17:00;Snickers;;Adoption;Spayed Female
4 days;A675190;Other;Opossum Mix;Pink;2014-03-20T00:00:00;2014-03-24T18:52:00;2014-03-24T18:52:00;;Suffering;Euthanasia;Unknown
2 years;A673142;Other;Rat;Tan/White;2012-02-19T00:00:00;2014-02-19T18:21:00;2014-02-19T18:21:00;;Suffering;Euthanasia;Intact Female
10 years;A662170;Cat;Domestic Shorthair Mix;Brown Tabby;2004-01-01T00:00:00;2014-01-17T17:51:00;2014-01-17T17:51:00;Felix;;Adoption;Neutered Male
10 months;A673866;Dog;Chihuahua Shorthair Mix;Red/White;2013-05-03T00:00:00;2014-03-06T15:23:00;2014-03-06T15:23:00;;Partner;Transfer;Intact Male
1 year;A685573;Dog;Redbone Hound Mix;Tan/White;2013-08-09T00:00:00;2014-08-21T14:37:00;2014-08-21T14:37:00;*Lucas;;Adoption;Neutered Male
5 years;A673083;Dog;Maltese;White;2009-02-19T00:00:00;2014-03-06T16:38:00;2014-03-06T16:38:00;*Vigo;;Adoption;Neutered Male
1 year;A675464;Other;Opossum Mix;Gray/White;2013-03-28T00:00:00;2014-04-12T14:55:00;2014-04-12T14:55:00;;Suffering;Euthanasia;Intact Male
2 years;A670564;Dog;Australian Cattle Dog Mix;Brown Brindle;2012-01-10T00:00:00;2014-04-20T18:55:00;2014-04-20T18:55:00;*Marty;;Adoption;Neutered Male
1 month;A686631;Dog;Border Collie Mix;Chocolate/White;2014-06-27T00:00:00;2014-08-27T19:00:00;2014-08-27T19:00:00;Kasey;;Adoption;Spayed Female
2 months;A662761;Cat;Domestic Shorthair Mix;Brown Tabby/White;2013-08-17T00:00:00;2013-10-28T18:10:00;2013-10-28T18:10:00;Petunia;;Adoption;Spayed Female
1 week;A687528;Cat;Domestic Shorthair Mix;Orange Tabby;2014-08-30T00:00:00;2014-09-06T12:44:00;2014-09-06T12:44:00;;Partner;Transfer;Intact Male
1 year;A676862;Other;Raccoon;Gray/Black;2013-04-16T00:00:00;2014-04-16T09:50:00;2014-04-16T09:50:00;;Rabies Risk;Euthanasia;Unknown
2 years;A677844;Dog;Dachshund/Chihuahua Shorthair;Red/White;2012-04-30T00:00:00;2014-04-30T13:08:00;2014-04-30T13:08:00;Astro;;Return to Owner;Neutered Male
2 years;A683086;Dog;Australian Kelpie Mix;Black/Brown;2011-12-07T00:00:00;2014-08-24T16:34:00;2014-08-24T16:34:00;*Mini Cooper;;Adoption;Spayed Female
1 month;A691437;Cat;Domestic Shorthair Mix;Brown Tabby/White;2014-10-05T00:00:00;2014-11-12T21:49:00;2014-11-12T21:49:00;*Philippe;Suffering;Euthanasia;Intact Male
3 years;A679346;Dog;Pit Bull Mix;Blue/Tan;2011-05-19T00:00:00;2014-07-02T14:03:00;2014-07-02T14:03:00;Houston;;Adoption;Neutered Male
7 months;A692491;Dog;Black Mouth Cur Mix;Brown/Black;2014-04-21T00:00:00;2014-11-30T18:20:00;2014-11-30T18:20:00;Bailey;;Adoption;Spayed Female
4 years;A667627;Dog;Australian Shepherd Mix;Brown;2009-11-20T00:00:00;2014-07-19T11:51:00;2014-07-19T11:51:00;Hotsauce;;Return to Owner;Spayed Female
5 months;A685647;Cat;Domestic Shorthair Mix;Brown Tabby;2014-04-10T00:00:00;2014-09-24T13:39:00;2014-09-24T13:39:00;Garbage;;Adoption;Neutered Male
5 months;A676206;Dog;Labrador Retriever Mix;Black;2014-04-01T00:00:00;2014-09-12T11:19:00;2014-09-12T11:19:00;;Foster;Adoption;Neutered Male
1 year;A663910;Dog;Labrador Retriever;Chocolate;2012-09-26T00:00:00;2013-10-02T14:15:00;2013-10-02T14:15:00;;Partner;Transfer;Neutered Male
1 month;A681970;Dog;Australian Cattle Dog Mix;Red Tick/Brown;2014-06-18T00:00:00;2014-08-13T17:44:00;2014-08-13T17:44:00;*Allie;Foster;Adoption;Spayed Female
1 year;A687936;Cat;Domestic Shorthair Mix;Calico;2013-09-12T00:00:00;2014-09-19T14:23:00;2014-09-19T14:23:00;Isis;Partner;Transfer;Intact Female
2 years;A672076;Dog;Boxer Mix;Black/White;2012-02-03T00:00:00;2014-04-20T16:40:00;2014-04-20T16:40:00;Matilda;;Adoption;Spayed Female
3 months;A682304;Cat;Domestic Shorthair Mix;Black;2014-03-26T00:00:00;2014-06-29T17:50:00;2014-06-29T17:50:00;;;Adoption;Neutered Male
4 months;A686093;Cat;Domestic Shorthair Mix;Brown Tabby/White;2014-04-07T00:00:00;2014-08-23T16:51:00;2014-08-23T16:51:00;Mouse;Partner;Transfer;Spayed Female
2 months;A669478;Cat;Domestic Shorthair Mix;Orange Tabby;2013-10-30T00:00:00;2014-01-10T18:34:00;2014-01-10T18:34:00;Ginger Peace;Foster;Adoption;Spayed Female
4 months;A691687;Dog;Australian Cattle Dog/Labrador Retriever;Blue Tick/Red;2014-07-08T00:00:00;2014-11-15T14:34:00;2014-11-15T14:34:00;Pepper;;Adoption;Neutered Male
5 years;A679750;Dog;Weimaraner Mix;Chocolate;2009-05-25T00:00:00;2014-05-31T12:29:00;2014-05-31T12:29:00;Shotzy;;Adoption;Spayed Female
5 days;A687684;Cat;Domestic Shorthair Mix;White/Blue;2014-09-03T00:00:00;2014-09-08T18:53:00;2014-09-08T18:53:00;;Partner;Transfer;Unknown
1 month;A680397;Cat;Domestic Shorthair Mix;Blue;2014-05-04T00:00:00;2014-06-23T13:37:00;2014-06-23T13:37:00;*Walt;Partner;Transfer;Intact Male
7 years;A664494;Cat;Domestic Longhair Mix;Tortie;2006-10-04T00:00:00;2013-10-12T19:19:00;2013-10-12T19:19:00;*Flower;;Adoption;Spayed Female
2 years;A665549;Cat;Domestic Shorthair Mix;White/Brown Tabby;2011-10-19T00:00:00;2013-11-02T12:47:00;2013-11-02T12:47:00;Bella;;Adoption;Spayed Female
6 years;A495792;Cat;Domestic Shorthair Mix;White/Brown Tabby;2007-10-13T00:00:00;2014-08-23T18:15:00;2014-08-23T18:15:00;Macintosh;;Adoption;Neutered Male
